ID,BraTS21ID,MeshSurface,PixelSurface,Perimeter,PerimeterSurfaceRatio,Sphericity,SphericalDisproportion,MaximumDiameter,MajorAxisLength,MinorAxisLenth,Elongation,Autocorrelation,ClusterProminence,ClusterShade,ClusterTendency,Contrast,Correlation,DifferenceAverage,DifferenceEntropy,DifferenceVariance,Id,Idm,Idmn,Idn,Imc1,Imc2,InverseVariance,JointAverage,JointEnergy,JointEntropy,MCC,MaximumProbability,SumAverage,SumEntropy,SumSquares,10Percentile,90Percentile,Energy,Entropy,InterquartileRange,Kurtosis,Maximum,MeanAbsoluteDeviation,Mean,Median,Minimum,Range,RobustMeanAbsoluteDeviation,RootMeanSquared,Skewness,TotalEnergy,Uniformity,Variance
17.0,17,915.0,918.0,228.6518036156096,0.2498926815471143,0.46896544932915823,2.1323532499685673,127.88275880665071,60.052378049412184,50.48490301476911,0.8406811629212955,4.304557195641012,0.5874064099859746,0.28657322856516804,0.21439846561591888,0.05554644720394801,0.5882200376798827,0.05554644720394801,0.30834157368838244,0.052379375577195776,0.972226776398026,0.972226776398026,0.9944453552796052,0.986113388199013,-0.34607297420662536,0.4840305018977128,0.05554644720394801,2.0651496693371705,0.8141343617739722,0.6475458850776886,0.6079719415856822,0.9004950345037226,4.130299338674341,0.5919994378737412,0.06748622820496672,87.0,99.0,7941054.0,0.4129314356281307,6.0,4.642829680490005,104.0,3.698283186428771,92.880174291939,93.0,70.0,34.0,2.567941802550272,93.00744927646943,-0.7008540416868787,7941054.0,0.8584969693517687,23.65884441406676
18.0,18,1768.0,1769.0,252.99494936611725,0.14309669081793963,0.5891612990378128,1.6973280519836373,83.18653737234169,67.98899395972066,37.890889884682196,0.5573091713510314,2.6898033031537585,0.8513540730470202,-0.2598516659237573,0.7880717758238429,0.17744066693135396,0.632480960017867,0.17744066693135396,0.6707395578985389,0.14522062244405465,0.911279666534323,0.911279666534323,0.9645118666137292,0.9408531110228819,-0.31771821022670915,0.675110647823512,0.17744066693135396,1.5928412122064786,0.372023156178347,1.640218249496,0.6324809600178672,0.5041208787408015,3.185682424412957,1.4627775825646463,0.2413781106887992,121.0,132.0,28185897.0,0.9733450486505275,6.0,3.109647771788262,140.0,3.3865744476268493,126.15545505935557,125.0,117.0,23.0,2.5230104868722325,126.22692827710128,0.7091966408436675,28185897.0,0.5183617358304139,18.038581039387914
19.0,19,3142.5,3143.0,330.6345596729069,0.10521386147109209,0.6010274795650461,1.6638174359742817,84.8999411071645,77.7323004328308,54.637606160053124,0.7028944963138714,3.9904908412897147,0.02007876811332556,-0.011616807302561169,0.007411199459412559,0.0031437241669958985,0.4074517055705784,0.0031437241669958985,0.030461885722659534,0.003132926317897011,0.9984281379165021,0.9984281379165021,0.9993712551666007,0.9989520919443348,-0.2794723711918443,0.11511051505793035,0.0031437241669958985,1.9973542344577373,0.9915896118688987,0.0455860897189664,0.4074517055639373,0.9957823723742396,3.9947084689154746,0.042442365551970826,0.002638730906602114,57.0,66.0,11830386.0,0.028316150604016932,6.0,2.959530059682969,71.0,3.051942465866858,61.2402163538021,61.0,43.0,28.0,2.3310262031822306,61.3517940603672,0.0055819959698495515,11830386.0,0.9942893869270368,13.678535365217755
20.0,20,1831.5,1832.0,270.2497833620565,0.14755652927221213,0.5613620364682835,1.7813815951846952,74.33034373659252,67.6162323580841,41.88700599332097,0.6194815140171444,5.4453837158455185,1.483026362465043,0.4472995571180798,0.8125341185410482,0.09572841029882159,0.7891192831773844,0.09572841029882159,0.4536029553144713,0.08635652113971858,0.9521357948505893,0.9521357948505893,0.9904271589701179,0.9760678974252947,-0.5294198992662793,0.7974057111426366,0.09572841029882159,2.2948159693108896,0.47839085035924633,1.410969094578407,0.8464778608011085,0.638151751099219,4.589631938621779,1.315240684279586,0.22706563220996745,85.0,106.0,16801573.0,0.9755867250314334,11.0,3.5035532860159155,117.0,6.278778770427719,95.42849344978166,96.0,60.0,57.0,4.54554939557578,95.7661960261033,-0.39287115698781205,16801573.0,0.5591355046623825,64.56693921502259
21.0,21,1118.5,1121.0,298.14927829866826,0.2665617150636283,0.39763917474670246,2.514842760744093,139.05754204644924,74.09933369501229,48.02285536217665,0.6480875463716771,6.332592899361193,6.4018574212350465,1.7592261067509944,1.4308128473470636,0.11207739256519744,0.8545021588141366,0.11207739256519744,0.5006897280231057,0.09875707042592448,0.9439613037174013,0.9439613037174013,0.9934072122020473,0.9775845214869605,-0.5728365330098156,0.8686687754198439,0.11207739256519744,2.4500819278258303,0.3983794966629615,1.7739698568093707,0.8698129425120242,0.5655231371694787,4.90016385565166,1.6618924642441741,0.3857225599780652,63.0,90.0,6353029.0,1.2645767415296283,12.0,5.6246117075869675,122.0,8.694806233442963,74.23818019625334,72.0,48.0,74.0,4.9576391526661805,75.28138709888759,1.510730086114079,6353029.0,0.47322584572682247,155.9798446811778
22.0,22,1315.0,1317.0,181.82337649086335,0.13826872736947785,0.7069978449547417,1.4144314684071133,65.52098900352466,47.30301702057673,37.272080626045174,0.7879429891296761,15.269452204442699,1.5454545770644266,-0.49891202525820755,0.4768390339136519,0.09163320181794521,0.6775957670215642,0.08682241043477748,0.42565401000172365,0.08351243260417915,0.9572901110313601,0.957069873920928,0.9965274743068615,0.9856369636046283,-0.43824422586887707,0.6720097019554312,0.08356196761723528,3.8952726027373927,0.6684767470955045,1.1013206977608863,0.7450759759031012,0.8105036740323734,7.7905452054747855,1.0056648758942763,0.1421180589328993,74.0,96.0,9973257.0,0.706656890482347,15.0,7.18122356178057,108.0,7.280016189206159,86.5626423690205,89.0,13.0,95.0,5.6555944372457265,87.0213101961009,-0.9879108385895444,9973257.0,0.7458940356496927,79.6173743390705
24.0,24,2286.5,2288.0,372.0904037956229,0.16273361198146638,0.4555563085691683,2.1951183227839492,97.41663102366043,86.83834432671493,40.678101865657226,0.468434793190121,10.116243011235646,3.2063382043334916,0.24143338064100722,0.9217622834821271,0.09016693822682545,0.8216461889313331,0.08922354200041036,0.43433975868054175,0.08205025316960321,0.9555454617041973,0.9554825686224363,0.9947127106259469,0.9821867381407984,-0.5745424766068402,0.8378409333206964,0.08839807030229715,3.1477497139983726,0.5101745097825254,1.5080124195127222,0.8527792531351933,0.6874163032410057,6.295499427996745,1.4165675004700016,0.2529823054272381,102.0,130.30000000000018,31287846.0,1.0816340916620326,15.0,3.391841303486189,145.0,8.785920919115847,116.41520979020979,117.0,62.0,83.0,6.300433839479393,116.93912034530132,-0.2219761994370307,31287846.0,0.5646654481881755,122.25679663430972
25.0,25,474.0,491.0,346.77669529663797,0.731596403579405,0.22255850701705576,4.493200522428761,194.28072472584614,152.60787548240032,91.39798373794086,0.5989073856708099,46.92203096679229,357.7759776940277,-31.70730282236002,3.8394725140491266,0.23440869364826217,0.8826173335613995,0.14877070379234103,0.6188927266751953,0.21188073096960378,0.9374510714802009,0.9341784470894217,0.9965784705017005,0.9843623865382494,-0.5397105240969685,0.8432123167195024,0.09684955925737128,6.783764328655984,0.5556100462926334,1.6931770827650534,0.9999999999996079,0.7380761058753676,13.567528657311968,1.5225484294915455,1.0184703019243473,138.0,174.0,11901116.0,1.4700924271711362,13.0,16.410519727511502,191.0,16.926875199621705,152.34623217922606,158.0,0.0,191.0,6.825706560555044,155.68726813149647,-3.501664332360773,11901116.0,0.5215881799063385,1029.1509990418158
26.0,26,645.5,647.0,188.5096679918786,0.2920366661376895,0.4777706057231908,2.0930546752375485,70.21395872616783,87.75656654280384,23.042008399209323,0.2625673417609203,5.971826357298913,7.586446570572962,2.1219591350054965,1.4556757216979883,0.12147446518997679,0.8461994204616895,0.12147446518997679,0.5311235469461876,0.10635553852520513,0.9392627674050116,0.9392627674050116,0.992854443224119,0.9757051069620046,-0.5454132403714997,0.8566997845508748,0.12147446518997679,2.3745024285533223,0.4421647744007151,1.774580655331864,0.862053756814577,0.631483479446644,4.7490048571066446,1.6531061901418884,0.39428754672199134,109.0,144.0,9668672.0,1.1885356282801012,15.0,3.630383647157354,162.0,10.732645499738418,121.44667697063369,118.0,79.0,83.0,7.180962647864344,122.24504743700174,0.9659188768950808,9668672.0,0.5350792744542044,194.55627566535836
28.0,28,748.5,751.0,178.50966799187847,0.23848987039663122,0.5432992332231572,1.8406063157266697,181.2181006411887,70.98682867390636,31.232503093795216,0.4399760304445857,20.858758615739283,2.9372881173250747,-0.612032095920514,1.0338005738339777,0.100156815488961,0.8227843472366321,0.100156815488961,0.4672935905321328,0.08983776010803052,0.9499215922555195,0.9499215922555195,0.996147814788886,0.9833071974185064,-0.5572009279131933,0.8371359674922869,0.100156815488961,4.541510034230273,0.4087046792832004,1.5728904824108523,0.869776258294662,0.5125496029027118,9.083020068460549,1.4727336669218918,0.2834893473307347,84.0,110.0,7294847.0,1.1228184702658461,14.5,16.85814467429414,116.0,8.420747480944184,97.90279627163781,100.0,0.0,116.0,5.768377862244508,98.55714747415503,-2.2264173204428146,7294847.0,0.4901994854619053,128.55380043652403
30.0,30,453.0,466.0,280.6345596729069,0.6195023392337901,0.2688517578510266,3.719521895609512,185.9946235782099,263.47236925758745,139.6549555422615,0.5300554131569138,17.168376103686942,264.17939937087317,-36.26962893517482,11.471623298761719,0.12393426794098476,0.9785200108612477,0.12108049819664345,0.5363923199953231,0.10896540181643549,0.9399353791924019,0.9397451278761124,0.9952560064299436,0.979887863865901,-0.7054112123263777,0.9375370905965329,0.1185834496703448,3.785343786338708,0.3639644905847466,1.9429738046064278,0.9989470774901741,0.5381360572244168,7.570687572677416,1.8191320574014567,2.8988893916756755,0.0,112.0,3531729.0,1.6479359979705859,105.75,1.7336191207090141,124.0,43.00885999005324,73.09656652360515,102.5,0.0,124.0,44.13022107606516,87.05640468435693,-0.7666519677951336,3531729.0,0.38841201716738205,2235.7095590266904
31.0,31,1140.5,1144.0,291.66399692442974,0.25573344754443644,0.41045897265372155,2.436297088439183,111.01801655587259,64.1313592281617,38.20755734537735,0.5957702722227576,13.319747787681749,1.5657495236509416,-0.3283876387924008,0.9251615098388082,0.08016719133845383,0.8402612595603648,0.07968963641963817,0.4001040158549789,0.07363886139544111,0.9602347742766502,0.9602029372820624,0.9969204466587502,0.98672976428527,-0.6125159006187516,0.844127859520952,0.07927177586567447,3.6205659801338355,0.44641255280704817,1.4189732353357825,0.9834483815268871,0.5696811465816531,7.241131960267671,1.3369705476476184,0.2513321752943155,93.0,113.0,12136778.0,1.063487826916277,12.0,5.7276094967351785,133.0,6.599063523888699,102.66783216783217,103.0,49.0,84.0,5.031446540880503,103.00034795243013,-0.1761333257928266,12136778.0,0.5115424348378893,68.38791627952469
32.0,32,753.0,760.0,242.45079348883303,0.32197980543005716,0.40121652333666924,2.4924197829232444,122.09013064126027,60.47085964629499,35.8236784398559,0.592412256901838,9.582051815473216,2.9716575330592194,-0.011597432537043456,0.5996280566984848,0.08478521169066297,0.7498428338583871,0.08026769786564707,0.4071575436556243,0.07814343568890693,0.9606190700380125,0.9603179024496781,0.9950923554386377,0.9840970442210377,-0.5146459491706362,0.7386121016268801,0.07631487326875813,3.0746248075630493,0.6634616299245721,1.1490835421715382,0.815482737384277,0.8080379712448029,6.149249615126099,1.0621025579891374,0.17110331709728693,84.9,100.0,6656132.0,0.8150330387399787,7.0,16.050239426426476,104.0,5.662077562326871,93.16052631578947,96.0,37.0,67.0,3.007042560000001,93.58455225651632,-3.0183666437019765,6656132.0,0.712558864265928,79.18475761772854
33.0,33,2873.0,2873.0,340.00714267493726,0.11834568140443344,0.5588364233891363,1.78943239586169,98.47842403288143,99.73825142821228,40.00366756278773,0.4010865138495116,3.323358978784664,1.0855238141548376,-0.6248528011808795,0.5849066490555968,0.08400383322945221,0.7489278383142176,0.08400383322945221,0.4144819074635704,0.07677477487567697,0.9579980833852739,0.9579980833852739,0.9915996166770549,0.9789990416926369,-0.4804543476446483,0.714175893543408,0.08400383322945221,1.7883323393698567,0.5890478575875285,1.135873326694984,0.7496317657200973,0.745966545465311,3.5766646787397134,1.0518694934655324,0.16722762057126223,72.0,87.0,18115282.0,0.740961581644869,8.0,3.482515232526113,117.0,4.588753095571924,79.20153150017403,78.0,64.0,53.0,3.458279009566609,79.40625910708258,0.5437684622660777,18115282.0,0.6706210915773185,32.47139340807492
35.0,35,527.5,544.0,417.244732728174,0.7909852753140739,0.19513056458055617,5.124773774675202,262.6118809193522,176.63041220901482,131.2593798434509,0.7431301223943568,19.833835636207066,263.75360023998263,-37.8168484318883,8.090336150311035,0.09190802580027327,0.9775217592342162,0.09190802580027327,0.4402758494310527,0.08317806011505388,0.9540459870998634,0.9540459870998634,0.9975159993026953,0.9868702820285323,-0.7088195229401208,0.9210948095341757,0.09190802580027327,4.222986928360397,0.46790875941840504,1.7255732279424993,0.9999999999999917,0.6608043769432627,8.445973856720794,1.6336652021422267,2.045561044027827,0.0,120.0,5329496.0,1.411077618373205,29.0,3.737148340223232,125.0,31.158061202422147,89.99264705882354,105.0,0.0,125.0,32.01826202934236,98.97912733025495,-1.5269466303432262,5329496.0,0.4874094398788927,1698.1911224048447
36.0,36,2624.5,2626.0,336.73506473629527,0.12830446360689474,0.5393117446550306,1.8542151360705994,88.14193099768123,73.9800360948999,54.17772519193979,0.7323289910597209,5.792396115464122,1.4246466014401544,0.36912954256886255,0.9347835788161935,0.048635906534509186,0.9011171971681345,0.048635906534509186,0.2783600848074432,0.0461388545205271,0.9756820467327454,0.9756820467327454,0.9951364093465491,0.9878410233663726,-0.7186732860358983,0.8741163838719341,0.048635906534509186,2.3602664499157484,0.480842519467332,1.2929433211210501,0.9055515925930907,0.6000337776643643,4.720532899831497,1.2443074145865418,0.24585487133767564,61.0,82.0,13357133.0,1.0141436200332374,15.0,2.8194341855943676,90.0,7.4515510429711895,70.76580350342726,71.0,35.0,55.0,5.7407811634793635,71.31966003202074,-0.19925956582634122,13357133.0,0.5238884805933286,78.6949615973373
43.0,43,522.5,525.0,151.1959594928936,0.28937025740266714,0.5359297847711719,1.86591607411216,165.4841382127,76.75841718433071,60.09382588311447,0.7828955844517059,34.77938331314816,316.3794476127912,-32.28698493857237,3.8597045745533545,0.11007201762589186,0.9430460200414236,0.11007201762589186,0.49527890604041813,0.0973119769717912,0.9449639911870541,0.9449639911870541,0.9977985596474822,0.9862409977967634,-0.4535458180034363,0.7222880418489228,0.11007201762589186,5.817352725362,0.6427590152887711,1.2836136839413903,0.9999999999999145,0.7977685413352111,11.634705450724002,1.173541666315499,0.9924441480448113,124.0,149.0,9918388.0,0.9372523600859581,9.0,16.578939229430997,153.0,15.330068027210888,133.9047619047619,142.0,0.0,153.0,4.295890956123767,137.44878180270504,-3.809265304892356,9918388.0,0.6936126984126983,961.6823582766441
44.0,44,707.5,753.0,907.3595231414373,1.2824869585037983,0.10391751490165446,9.62301687974718,307.6166445431716,338.14938162862694,208.530580699273,0.6166818336172266,6.776462087601851,256.67249059107417,34.7180992095046,10.47107503565314,0.22272297740017977,0.957515477294126,0.1040772721941449,0.43963954070788025,0.2118224321454369,0.9607065890792414,0.9585619710378369,0.9970056146209245,0.9895562569416706,-0.7743551878524504,0.9420164238382511,0.057817663250475,2.049660736781091,0.49542029364787293,1.738391297948336,0.9863604944272284,0.6844909622900275,4.099321473562183,1.615173303123719,2.67344950326333,0.0,112.0,2965674.0,1.6756349856344643,92.0,1.6889162194913523,175.0,46.66308294930062,38.308100929614874,0.0,0.0,175.0,39.21017046492808,62.757295095067654,0.660437905983276,2965674.0,0.4251308180293435,2470.967490815842
45.0,45,1357.5,1359.0,224.30865786510196,0.16523658037944897,0.582275898670179,1.7173989208274516,73.17103251970687,70.65397908385545,27.84639066655764,0.39412345953662764,4.454688468015982,1.5022091829050679,0.29161543557700526,0.4882602292828807,0.09260398222230139,0.6797009436369168,0.09260398222230139,0.4423403485795205,0.08371645245337617,0.9536980088888493,0.9536980088888493,0.9907396017777699,0.9768490044444247,-0.41594680268525175,0.6706794052956853,0.09260398222230139,2.0870444236395578,0.6520620363163048,1.1578692871478442,0.7049024879419403,0.8008852443199452,4.1740888472791156,1.0652653049255434,0.14521605287629552,62.0,75.0,6578889.0,0.7789625486190974,6.0,6.606358672719222,85.0,4.623842034218771,69.25165562913908,71.0,40.0,45.0,2.6050422764478838,69.577136510098,-1.5558221452238,6578889.0,0.7079010504737446,45.186117567942915
46.0,46,564.0,571.0,269.56349186104137,0.47794945365432867,0.3123082167223042,3.2019650667378126,176.64937022248338,201.32548231847014,49.842207553962844,0.24757028757601138,16.175116055103445,2.8351642865097455,-0.38101039415452065,0.3283633560656109,0.04410031967493189,0.7483102123330456,0.04410031967493189,0.25734925790048496,0.04194863543140659,0.977949840162534,0.977949840162534,0.9983038338586564,0.9926499467208446,-0.5252080538040349,0.6076965536632482,0.04410031967493189,4.012972709038773,0.8314282874719043,0.6598285666682766,0.9194154483915032,0.9108139676793632,8.025945418077544,0.6157282469933456,0.09311591893513568,84.0,98.0,4710260.0,0.6248208565526907,6.0,30.30775341004147,106.0,5.519882468769265,90.28021015761821,92.0,0.0,106.0,3.0034420825671164,90.82478657498896,-4.133311105334328,4710260.0,0.81142862400741,98.62551028858333
48.0,48,1726.5,1727.0,179.58073580374398,0.10401432713799245,0.8202164529509216,1.2191903690815575,63.387695966961914,59.923542154626794,37.45833004177844,0.6251020666488791,6.751834621365871,0.8648580699517057,-0.19218592944621643,0.8179729078945005,0.17062045733920733,0.654800409564944,0.16971710721710723,0.658013417146204,0.14136898369342868,0.9152920047451298,0.9152317814036566,0.9899794439822013,0.9660866902273152,-0.3412586682250205,0.6998949375074296,0.1689266758602696,2.5670983999108996,0.36839105837325736,1.6531785011139868,0.6587547273066552,0.48179064624377127,5.134196799821799,1.4791124586311208,0.247148341308427,94.0,110.0,17795011.0,0.998620054331219,7.0,4.36970585824241,126.0,4.737623003833324,101.31268094962363,100.0,71.0,55.0,3.177043588413053,101.50862888009269,0.8166008755614171,17795011.0,0.5087424128985837,39.74241591615706
49.0,49,1139.0,1150.0,534.6000717875016,0.46935914994512873,0.22378850823780785,4.468504696127446,232.72515979154468,208.62394002229144,159.02681973889563,0.7622654414536684,41.23193922889277,2637.192755512073,-154.86284512649624,41.90180793486513,0.1715359639907978,0.9918340109608433,0.13751816153114618,0.6001554048769765,0.15222389923712376,0.9363659463700579,0.9346064259781854,0.9979487067366721,0.986546959693594,-0.7554182197458271,0.9791539923350245,0.1126409382084832,5.549521138247747,0.26746512293298574,2.631525798651378,0.9964749094600972,0.397733459725238,11.099042276495494,2.4698669739479913,10.518335974713981,0.0,199.0,23966775.0,2.186271970328386,188.0,1.3876065869222232,215.0,80.21054820415878,115.6304347826087,170.5,0.0,215.0,80.77256172942631,144.36299357191052,-0.4728273282486156,23966775.0,0.28396824196597353,7470.276465028355
